Life Time Dive #: 1
PDC Model: OCi
PDC Serial #: 123456
PDC Dive #: 1
Dive Date: 08/15/2013
Dive Time: 08:20
Dive Mode: Normal
Surface Interval: 00:01
Max. Depth: 105 FT
Elapsed Dive Time: 16 min.
Min. Temperature: 50 F

Cylinder Size: 
Working Pressure: 
Start Pressure: 2999 PSI
End Pressure: 2885 PSI
SAC: 0 PSI/Min
FO2: 25%
N1: 0.
N2: 0.
N3: 0.
N4: 0.
N5: 0.
N6: 0.
N7: 0.
N8: 0.
N9: 0.
N10: 0.
OTUD: 0.
OTUS: 0.
Dive Sample Rate: 
Dive Data Type: PDC Modified
 
-------------------------------------------------------------------------------
Dive Profile
-------------------------------------------------------------------------------
Elapsed Dive Time (hr:min),Depth(FT),Nitrogen Bar Graph,Oxygen Bar Graph,Ascent Rate(FPM),Air Time Remaining,Dive Time Remaining,Deco Time (hr:min),Stop Depth(FT),Temperature(F),PO2,Tank,Pressure Reading(PSI),Link Status,Dive Status
00:01:54,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:01:56,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:01:57,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:01:59,99.,0,0,(0-20),>= 60,00:21,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:01,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:03,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:05,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:07,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:09,99.,0,0,(0-20),>= 60,00:21,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:11,99.,0,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:13,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:15,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:17,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:19,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:21,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:23,99.,1,0,(0-20),>= 60,00:21,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:25,99.,1,5,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:27,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:29,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:31,99.,1,0,(0-20),>= 60,00:21,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:33,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:35,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:37,99.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:39,99.,1,5,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:41,99.,1,5,(0-20),>= 60,00:21,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:43,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:45,99.,1,0,(0-20),>= 60,00:20,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:47,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:49,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:51,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:53,99.,1,0,(0-20),>= 60,00:20,0:00,0,50,1.00,N/A,N/A,N/A,
00:02:55,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:57,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:02:59,99.,1,0,(0-20),>= 60,00:20,0:00,0,50,1.00,N/A,N/A,N/A,
00:03:01,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:03,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:05,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:07,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:09,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:11,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:13,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:15,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:17,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:19,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:21,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:23,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:25,99.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.00,N/A,N/A,N/A,
00:03:27,100.,1,0,(0-20),>= 60,00:20,0:00,0,51,1.01,N/A,N/A,N/A,
00:03:29,102.,1,0,(0-20),>= 60,00:19,0:00,0,51,1.02,N/A,N/A,N/A,
00:03:31,104.,1,0,(0-20),>= 60,00:18,0:00,0,51,1.04,N/A,N/A,N/A,
00:03:33,105.,1,0,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:35,105.,1,5,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:37,105.,1,0,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:39,105.,1,0,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:41,105.,1,0,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:43,105.,1,0,(0-20),>= 60,00:17,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:45,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:47,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:48,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:50,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:52,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:54,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:55,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:56,106.9,1,0,(0-20),0,00:16,0:00,0,50,1.05,N/A,N/A,N/A,
00:03:57,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:03:59,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:04:00,105.,1,0,(0-20),>= 60,00:16,0:00,0,51,1.05,N/A,N/A,N/A,
00:04:02,105.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.05,N/A,N/A,N/A,
00:04:04,105.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.05,N/A,N/A,N/A,
00:04:06,103.,1,0,(0-20),>= 60,00:21,0:00,0,51,1.03,N/A,N/A,N/A,
00:04:08,101.,1,0,(41-50),>= 60,00:22,0:00,0,51,1.02,N/A,N/A,N/A,
00:04:10,99.,1,0,(51-60),>= 60,00:23,0:00,0,51,1.00,N/A,N/A,N/A,
00:04:12,97.,1,0,(51-60),>= 60,00:24,0:00,0,51,0.98,N/A,N/A,N/A,
00:04:14,95.,1,0,(51-60),>= 60,00:25,0:00,0,51,0.97,N/A,N/A,N/A,
00:04:16,93.,1,0,(51-60),>= 60,00:26,0:00,0,51,0.95,N/A,N/A,N/A,
00:04:18,91.,1,0,(51-60),>= 60,00:27,0:00,0,51,0.94,N/A,N/A,N/A,
00:04:20,89.,1,0,(51-60),>= 60,00:28,0:00,0,51,0.92,N/A,N/A,N/A,
00:04:22,87.,1,0,(51-60),>= 60,00:30,0:00,0,51,0.91,N/A,N/A,N/A,
00:04:24,85.,1,0,(51-60),>= 60,00:31,0:00,0,51,0.89,N/A,N/A,N/A,
00:04:26,83.,1,0,(51-60),>= 60,00:33,0:00,0,51,0.88,N/A,N/A,N/A,
00:04:28,81.,1,0,(51-60),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:30,80.,1,0,(51-60),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:32,80.,1,0,(21-30),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:34,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:36,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:38,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:40,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:42,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:44,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:46,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:48,80.,1,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:50,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:52,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:54,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:56,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:04:58,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:00,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:02,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:04,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:06,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:08,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:10,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:12,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:14,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:16,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:18,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:20,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:22,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:24,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:26,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:28,80.,2,0,(0-20),>= 60,00:37,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:30,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:32,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:34,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:36,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:38,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:40,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:42,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:44,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:46,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:48,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:50,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:52,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:54,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:56,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:05:58,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:00,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:02,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:04,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:06,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:08,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:10,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:12,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:14,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:16,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:18,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:20,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:22,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:24,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:26,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:28,80.,2,0,(0-20),>= 60,00:36,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:30,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:32,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:34,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:36,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:38,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:40,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:42,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:44,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:46,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:48,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:50,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:52,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:54,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:56,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:06:58,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:00,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:02,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:04,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:06,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:08,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:10,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:12,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:14,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:16,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:18,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:20,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:22,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:24,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:26,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:28,80.,2,0,(0-20),>= 60,00:35,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:30,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:32,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:34,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:36,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:38,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:40,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:42,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:44,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:46,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:48,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:50,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:52,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:54,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:56,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:07:58,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:00,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:02,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:04,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:06,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:08,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:10,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:12,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:14,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:16,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
