Life Time Dive #: 3
PDC Model: OCi
PDC Serial #: 123456
PDC Dive #: 2
Dive Date: 08/16/2013
Dive Time: 10:22
Dive Mode: Normal
Surface Interval: 00:14
Max. Depth: 110 FT
Elapsed Dive Time: 5 min.
Min. Temperature: 49 F

Cylinder Size: 
Working Pressure: 
Start Pressure: 2999 PSI
End Pressure: 2986 PSI
SAC: 0 PSI/Min
FO2: 25%
N1: 0.
N2: 0.
N3: 0.
N4: 0.
N5: 0.
N6: 0.
N7: 0.
N8: 0.
N9: 0.
N10: 0.
OTUD: 0.
OTUS: 0.
Dive Sample Rate: 2 sec.
Dive Data Type: PDC Modified
 
-------------------------------------------------------------------------------
Dive Profile
-------------------------------------------------------------------------------
Elapsed Dive Time (hr:min)	Depth(FT)	Nitrogen Bar Graph	Oxygen Bar Graph	Ascent Rate(FPM)	Air Time Remaining	Dive Time Remaining	Deco Time (hr:min)	Stop Depth(FT)	Temperature(F)	PO2	Tank	Pressure Reading(PSI)	Link Status	Dive Status
00:03:10	48.5	2	0	(26-30)	>= 60	04:10	0:00	0	50	0.61	N/A	N/A	N/A	
00:03:12	47.5	2	0	(26-30)	>= 60	04:28	0:00	0	50	0.61	N/A	N/A	N/A	
00:03:14	46.5	2	0	(26-30)	>= 60	04:50	0:00	0	50	0.60	N/A	N/A	N/A	
00:03:16	45.5	2	0	(26-30)	>= 60	05:10	0:00	0	49	0.59	N/A	N/A	N/A	
00:03:18	44.5	2	0	(26-30)	>= 60	05:20	0:00	0	50	0.58	N/A	N/A	N/A	
00:03:20	43.5	2	0	(26-30)	>= 60	05:24	0:00	0	50	0.58	N/A	N/A	N/A	
00:03:22	42.5	2	0	(26-30)	>= 60	05:30	0:00	0	50	0.57	N/A	N/A	N/A	
00:03:24	41.5	2	0	(26-30)	>= 60	05:41	0:00	0	50	0.56	N/A	N/A	N/A	
00:03:26	40.5	2	0	(26-30)	>= 60	05:49	0:00	0	50	0.55	N/A	N/A	N/A	
00:03:28	39.5	2	0	(26-30)	>= 60	05:52	0:00	0	50	0.55	N/A	N/A	N/A	
00:03:30	38.5	2	0	(26-30)	>= 60	06:00	0:00	0	50	0.54	N/A	N/A	N/A	
00:03:32	37.5	2	0	(26-30)	>= 60	06:06	0:00	0	50	0.53	N/A	N/A	N/A	
00:03:34	36.5	2	0	(26-30)	>= 60	06:19	0:00	0	50	0.52	N/A	N/A	N/A	
00:03:36	35.5	2	0	(26-30)	>= 60	06:27	0:00	0	50	0.52	N/A	N/A	N/A	
00:03:38	34.5	2	0	(26-30)	>= 60	06:35	0:00	0	50	0.51	N/A	N/A	N/A	
00:03:40	33.5	2	0	(26-30)	>= 60	06:41	0:00	0	50	0.50	N/A	N/A	N/A	
00:03:42	32.5	2	0	(26-30)	>= 60	06:50	0:00	0	50	0.49	N/A	N/A	N/A	
00:03:44	31.5	2	0	(26-30)	>= 60	07:07	0:00	0	50	0.48	N/A	N/A	N/A	
00:03:46	30.5	2	0	(26-30)	>= 60	07:14	0:00	0	50	0.48	N/A	N/A	N/A	
00:03:48	29.5	2	0	(26-30)	>= 60	07:25	0:00	0	50	0.47	N/A	N/A	N/A	
00:03:50	28.5	2	0	(26-30)	>= 60	07:30	0:00	0	50	0.46	N/A	N/A	N/A	
00:03:52	27.5	2	0	(26-30)	>= 60	07:53	0:00	0	50	0.45	N/A	N/A	N/A	
00:03:54	26.5	2	0	(26-30)	>= 60	08:02	0:00	0	50	0.45	N/A	N/A	N/A	
00:03:56	25.5	2	0	(26-30)	>= 60	08:15	0:00	0	50	0.44	N/A	N/A	N/A	
00:03:58	24.5	2	0	(26-30)	>= 60	08:25	0:00	0	50	0.43	N/A	N/A	N/A	
00:04:00	23.5	2	0	(26-30)	>= 60	08:39	0:00	0	50	0.42	N/A	N/A	N/A	
00:04:02	22.5	2	0	(26-30)	>= 60	09:02	0:00	0	50	0.42	N/A	N/A	N/A	
00:04:04	21.5	2	0	(26-30)	>= 60	09:18	0:00	0	50	0.41	N/A	N/A	N/A	
00:04:06	20.5	2	0	(26-30)	>= 60	09:31	0:00	0	50	0.40	N/A	N/A	N/A	
00:04:08	19.5	2	0	(26-30)	>= 60	09:45	0:00	0	50	0.39	N/A	N/A	N/A	
00:04:10	18.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.39	N/A	N/A	N/A	
00:04:12	17.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.38	N/A	N/A	N/A	
00:04:14	16.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.37	N/A	N/A	N/A	
00:04:16	15.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.36	N/A	N/A	N/A	
00:04:18	14.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.36	N/A	N/A	N/A	
00:04:20	13.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.35	N/A	N/A	N/A	
00:04:22	12.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.34	N/A	N/A	N/A	
00:04:24	11.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.33	N/A	N/A	N/A	
00:04:26	10.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.33	N/A	N/A	N/A	
00:04:28	9.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.32	N/A	N/A	N/A	
00:04:30	8.5	2	0	(26-30)	>= 60	09:59	0:00	0	49	0.31	N/A	N/A	N/A	
00:04:32	7.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.30	N/A	N/A	N/A	
00:04:34	6.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.30	N/A	N/A	N/A	
00:04:36	5.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.29	N/A	N/A	N/A	
00:04:38	4.5	2	0	(26-30)	>= 60	09:59	0:00	0	50	0.28	N/A	N/A	N/A	
 
